# English translations of the one-sentence summary cell of each root README
# gallery row. Format: <disease directory><TAB><English summary>
#
# Consumed by translations/tools/build_root_readme.py. When upstream adds a new
# gallery row, add one line here; everything else in the row regenerates.
# An ellipsis at the end reproduces a summary that upstream itself truncates.
me-cfs	A fully integrated QSP model: viral persistence (EBV, HHV-6, SARS-CoV-2) activates TLR3/4/7 and cGAS-STING, raising IFN-gamma (Th1/NK), which raises PDK1 (pyruvate dehydrogenase kinase 1), phosphorylating and inhibiting PDH, so pyruvate is converted to lactate, NADH falls, complex I output falls, and ATP is deficient, giving fatigue and PEM (post-exertional malaise).
melanoma	BRAF V600E/K mutation (about 50%) gives constitutive MEK1/2 activity, ERK1/2 nuclear translocation, and transcription of MITF, MYC, and cyclin D1, driving proliferation, survival, and angiogenesis. Also NRAS Q61 (about 20%), NF1 loss (about 15%), and WT drivers.
membranous-nephropathy	Subepithelial immune deposition and nephrotic syndrome from anti-PLA2R antibodies. B cell depletion with rituximab.
menieres-disease	A chronic inner ear disease whose core pathophysiology is endolymphatic hydrops (distension of the cochlear duct, saccule, and utricle) caused by impaired endolymphatic sac absorption and abnormal stria vascularis ion transport (the Na+/K+-ATPase, NKCC1, and aquaporin/vasopressin-V2 axis), with autoimmune / anti-inner-ear antibody, viral, and genetic (DTNA…
metabolic-syndrome	The cluster of insulin resistance, visceral adiposity, dyslipidaemia, and hypertension. Lifestyle measures and metabolically targeted drugs.
methemoglobinemia	Writing oxygen delivery as the product of Hb and (1-f) together with the allosteric left shift of the residual ferrous subunits derives both that 30% MetHb corresponds to a haemoglobin of 8.3 rather than 10.5, and that the pulse oximeter's 85% floor is a property of the instrument's calibration line rather than of the blood.
microscopic-colitis	Chronic or intermittent watery non-bloody diarrhoea (more than 3 stools/day, more than 300 g/day, nocturnal, with urgency and weight loss) with a normal colonoscopy but histology showing either lymphocytic colitis (LC; CD8+ IEL 20 or more per 100 epithelial cells, T-bet/IFN-gamma Th1 polarisation) or collagenous colitis (CC; a subepithelial collagen band of 10 um or more, pe…
microscopic-polyangiitis	MPO-ANCA-mediated small vessel vasculitis and rapidly progressive glomerulonephritis. Rituximab and avacopan.
migraine	The trigeminovascular system, CGRP, and cortical spreading depression (CSD). Triptans, anti-CGRP antibodies, and gepants.
minimal-change-disease	Podocyte injury and massive proteinuria from a T-cell-mediated circulating factor. Steroids and calcineurin inhibitors.
mitral-regurgitation	Writing the single regurgitant volume across five denominators — left atrial compliance, total stroke volume, left ventricular volume, the afterload that has been removed, and PISA geometry — derives arithmetically both the difference between acute and chronic disease and the opposing results of two randomised trials using the same device.
mixed-connective-tissue-disease	Anti-U1-RNP antibody positivity with overlapping SLE, SSc, and PM features. Steroids and immunosuppression.
mog-antibody-associated-disease	MOG antibody binds the outermost myelin layer and causes complement- and phagocyte-mediated demyelination while oligodendrocytes survive, so remyelination is possible, and relapse risk depends not on antibody titre but on where in the pathway the drug acts.
moyamoya-disease	Taking arteriolar dilatory reserve rather than cerebral blood flow as the state variable shows that at a critical inflow conductance the loss of reserve, pressure-passivity, and the sign reversal of the acetazolamide response all occur at the same point, and derives the infarction threshold from oxygen arithmetic.
mucopolysaccharidosis-type-1	One of the commonest lysosomal storage diseases, caused by autosomal recessive loss-of-function mutation of the IDUA gene (4p16.3), which reduces alpha-L-iduronidase activity to below 1%.
multiple-myeloma	Clonal proliferation of marrow plasma cells with bone destruction. Proteasome inhibitors, IMiDs, and anti-CD38.
multiple-sclerosis	CNS demyelination and axonal injury by autoreactive T and B cells. Disease-modifying therapy (anti-CD20, S1P modulators).
multiple-system-atrophy	A 61-ODE model that writes standing blood pressure as the product of baroreceptor input, central integration, preganglionic output, postganglionic NE stores, alpha1 receptor density, and circulating volume, from which it follows which pressor works depending on whether the lesion is central or postganglionic.
myasthenia-gravis	Neuromuscular junction blockade by anti-AChR antibodies and complement. Cholinesterase inhibition and FcRn/complement inhibitors.
myelodysplastic-syndrome	CHIP to MDS clonal evolution; SF3B1/SRSF2/U2AF1/ZRSR2 splicing mutations (ring sideroblast formation, ABCB7 loss); TET2/DNMT3A/IDH1-2/ASXL1/EZH2 epigenetic lesions; del(5q) with RPS14 haploinsufficiency, loss of miR-145/146a, and raised TIRAP; TP53 with a complex karyotype; and the marrow microenvironment (CXCL12, SCF, TPO…
myelofibrosis	JAK2V617F/CALR/MPL mutations, JAK/STAT3/5 signalling, the HSC niche, marrow fibrosis (TGF-beta, PDGF, bFGF), extramedullary haematopoiesis (splenomegaly), a cytokine storm (IL-6, TNF-alpha), and thrombotic/bleeding risk. PK/PD of ruxolitinib (two-compartment PK), fedratinib, pacritinib, momelotinib, and pelabresib combinations.
myocarditis	Viral (CVB3, SARS-CoV-2, adenovirus, HHV-6) infection of cardiomyocytes via CAR/ACE2 receptor entry, then viral replication and activation of TLR3/7/9, RIG-I, MDA5, and cGAS-STING innate immunity, then NF-kB, IRF3/7, and the NLRP3 inflammasome, then an IFN-alpha/beta/gamma, TNF-alpha, IL-1beta, and IL-6 cytokine storm, then NK cells and M1 macrophages…
myopia-progression	Computing refraction not as a state variable but as the difference between three optical components — axial length, cornea, and lens — shows by calculation that every myopia control treatment acts on axial length alone while the refractive endpoint is biased by lenticular compensation.
myotonic-dystrophy	CTG trinucleotide repeat expansion in DMPK (over 50 to 10,000+) creates nuclear CUGn RNA hairpins and nuclear RNA foci, sequestering MBNL1 (loss of function) while activating PKCbetaII to hyperphosphorylate CUGBP1/CELF1 (gain of function), reverting splicing to the fetal programme.
nafld-masld	Insulin resistance causes excessive hepatic lipid accumulation (steatosis), then oxidative and ER stress, then Kupffer cell activation and the NLRP3 inflammasome, then hepatocyte death (apoptosis, ballooning), then hepatic stellate cell (HSC) activation, then TGF-beta1/SMAD2/3, LOXL2, and MMP/TIMP, then fibrosis, cirrhosis, and HCC.
nafld-nash	Lipotoxicity, inflammation, and fibrosis progression (steatosis to steatohepatitis). Resmetirom (THR-beta) and GLP-1 agonists.
narcolepsy	HLA-DQB1*06:02 susceptibility plus H1N1/Pandemrix molecular mimicry leads CD4+/CD8+ T cells and NK cells to destroy lateral hypothalamic orexin neurons autoimmunely (about 70,000 cells, 85-95% lost), so CSF hypocretin-1 falls below 110 pg/mL and OX1R/OX2R signalling is lost to the LC (NE), TMN (histamine), VTA (DA), and DRN (5-HT)…
necrotizing-enterocolitis	Written as a closed positive feedback loop hanging on one thing — enterocyte integrity — the model shows by calculation that there is a load at which NEC becomes possible and a separate load at which it becomes inevitable, and that between the two it is an invasive episode, not the load, that decides the outcome.
neonatal-hyperbilirubinemia	Links the total bilirubin that is measured to the free bilirubin that actually injures the brain through the saturable albumin binding isotherm, and decomposes phototherapy into two reactions: reversible photoisomerisation and irreversible lumirubin formation.
neonatal-opioid-withdrawal-syndrome	Writing withdrawal not as a concentration but as the difference between the neuroadaptive set point written in utero and the current inhibitory tone on GIRK derives together why the maternal dose changes only the time of onset rather than the severity, and why the weaning rule alone accounts for the entire threefold spread in treatment duration.
neuroblastoma	Separating anti-GD2 antibody efficacy from its dose-limiting toxicity into two Fc arms with different Hill coefficients, and placing them in three target compartments whose permeability differs 200-fold, so that its behaviour as a therapy for marrow minimal residual disease and the futility of dose escalation both follow arithmetically.
neurofibromatosis-type-1	An autosomal dominant RASopathy occurring in about 1 in 2,700 births, caused by loss-of-function mutation of the NF1 gene (17q11.2, about 50% de novo) with consequent deficiency of neurofibromin, a RAS-GAP family protein.
neuromyelitis-optica	Complement-mediated astrocyte injury from anti-AQP4 antibodies. Eculizumab, anti-IL-6R (satralizumab), and anti-CD19 (inebilizumab).
niemann-pick-disease-type-c	Separating the visceral storage that the plasma marker reads from the cerebellar lesion that kills the patient into different compartments, and splitting function into reversible and irreversible components, shows that the two approved drugs were each tested in a design able to see only its own mechanism.
non-hodgkin-lymphoma	The commonest aggressive B cell lymphoma, arising from GCB B cells. BCR signalling (Lyn to Syk to BTK to PI3K/AKT/mTOR and NF-kB), MYC/BCL-2 double expression, and malignant transformation after exit from the germinal centre reaction.
non-small-cell-lung-cancer	EGFR/KRAS/ALK driver mutations and the resulting oncogenic signalling. PK/PD of TKIs (osimertinib, alectinib, sotorasib), checkpoint inhibitors (pembrolizumab), and chemotherapy. Calibrated to FLAURA, ALEX, and KEYNOTE-189.
nontuberculous-mycobacterial-lung-disease	Dividing the bacteria into four physical niches rather than phenotypes and deriving both macrolide accumulation and loss of activity from a single phagosomal pH of 5.2, so that the structure by which inhaled liposomal amikacin separates efficacy from ototoxicity follows arithmetically.
normal-pressure-hydrocephalus	Raised CSF outflow resistance leaves mean intracranial pressure within the normal range and shows itself only as reduced compliance and increased pulse pressure, and the safety margin of a shunt is set not by biology but by the upright hydrostatic column.
obesity	Dysregulation of energy homeostasis and appetite control (leptin, GLP-1, melanocortin). Weight loss with GLP-1/GIP agonists.
obsessive-compulsive-disorder	CSTC circuit overactivity: OFC hyperactivity (obsessions) drives caudate hypermetabolism (compulsions), the direct (D1/Go) pathway dominates and the indirect (D2/No-Go) pathway weakens, disinhibiting the thalamus and re-driving the OFC loop. Requires 80% or more SERT occupancy, against 60% in depression. 5-HT1A autoreceptor desensitisation accounts for the 2-4 week delay in response.
obstructive-sleep-apnea	Upper airway collapse, intermittent hypoxia, and sympathetic activation. CPAP, weight loss, and adjunctive drug therapy.
opioid-induced-constipation	Writing the therapeutic window of a PAMORA not as potency but as the ratio of receptor occupancy at the gut and in the CNS derives peripheral selectivity as a division: the reciprocal of the Kp,uu set by blood-brain barrier P-glycoprotein.
opioid-use-disorder	The core neurobiology of addiction: repeated mu-opioid receptor (MOR) agonist binding inhibits VTA GABAergic interneurons, disinhibiting dopamine neurons, and so drives nucleus accumbens dopamine release and the formation of conditioned cue associations.
oral-mucositis	Starting from the single asymmetry that chemotherapy and radiotherapy strike only the proliferative compartment of the epithelial conveyor belt and leave the differentiated barrier untouched, the model is written with two clocks: the injury term sets the time of onset and the regeneration term sets the duration.
organophosphate-poisoning	Reducing everything an oxime can do to a single dimensionless number shows that, because reactivation saturates, there is a ceiling no dose can exceed, and that this ceiling explains the negative randomised trial results arithmetically.
osmotic-demyelination-syndrome	From the single difference in time constant between the channel that exports brain osmolytes and the transporters that bring them back follow the correction rate limits, the risk factors, the autonomous overcorrection produced by the kidney, and the deadline for relowering.
osteoarthritis	Cartilage degradation (MMP, ADAMTS), subchondral bone change, and low-grade synovitis. Symptomatic analgesia, intra-articular injection, and anti-NGF agents.
osteogenesis-imperfecta	Mostly caused by quantitative (null allele, mild type I) or structural (qualitative defect, types II-IV) mutations of the type I collagen genes COL1A1/COL1A2 (autosomal dominant, mostly glycine substitutions), and rarely by defects of the collagen 3-hydroxylation complex (CRTAP, P3H1, PPIB), the chaperones (SERPINH1/HSP47, FKBP10), WNT1, SP7, and others…
osteonecrosis-femoral-head	Taking the view that what collapses is not the necrotic bone but the repair tissue healing it, the model derives both the timing of collapse and the staging system from a single stress ratio: the load the necrotic cone gathers, divided by the area of the cone interface.
osteoporosis	RANKL-OPG imbalance raising resorption and lowering formation. Bisphosphonates, denosumab, and romosozumab.
osteosarcoma	Written as a Poisson gamble against a lesion that cannot be seen, with three ceilings on the exposure budget (kidney, heart, and cochlea), so that from the structure in which methotrexate destroys the organ that excretes it, the critical urine pH of 7.30 and the negative results of the intensification trials both follow arithmetically.
ovarian-cancer	TP53 mutation (over 96%) plus HRD (BRCA1/2 and HRR genes) gives homologous recombination deficiency, PARP synthetic lethality, platinum resistance, and peritoneal spread, producing HGSOC.
overactive-bladder	Detrusor overactivity (muscarinic/beta3 receptor imbalance). Antimuscarinics and mirabegron (beta3 agonist).
pagets-disease	Abnormal bone remodelling from SQSTM1/RANKL overactivity. Bisphosphonates such as zoledronic acid.
pancreatic-cancer	Driver mutations in KRAS G12D/V/R (about 95%), TP53 (about 75%), CDKN2A (about 90%), and SMAD4 (about 55%); RAS/MAPK and PI3K/AKT/mTOR signalling; the TGF-beta/SMAD/EMT axis; a dense fibrotic stroma (PSC, CAF, HA, raised IFP reducing drug penetration); a highly immunosuppressive TME (PD-L1, Treg, MDSC, TAM-M2); and HIF-1alpha/VE…
parkinsons-disease	Degeneration of nigral dopaminergic neurons with alpha-synuclein aggregation. Levodopa, dopamine agonists, and MAO-B inhibitors.
paroxysmal-nocturnal-hemoglobinuria	A somatic PIGA mutation causes GPI anchor deficiency and loss of CD55/CD59, permitting unregulated complement alternative pathway activation with intravascular haemolysis (IVH), extravascular haemolysis (EVH), and thrombosis.
patent-ductus-arteriosus	Writing the ductus not as a lesion but as a normal fetal vessel held open by prostaglandin E2, the model separates constriction, closure, and shunt burden into different variables and reproduces the trial result in which the duct closes but the outcome does not improve.
pemphigus-vulgaris	Intraepidermal blistering from anti-desmoglein antibodies. Rituximab and steroids.
peptic-ulcer	Imbalance between mucosal defence and aggression caused by H. pylori and NSAIDs. Mucosal healing with PPIs and eradication therapy.
periodontitis	A bistable model describing how subgingival dysbiosis, through gingipain-derived C5a and C5aR1-TLR2 crosstalk, selectively disables neutrophil killing alone, creating a self-sustaining inflammatory feedback that leads to RANKL-mediated irreversible alveolar bone loss.
peripartum-cardiomyopathy	New systolic heart failure arising in late pregnancy or within five months of delivery, in which the 16-kDa prolactin fragment produced when oxidative-stress-activated cathepsin D cleaves prolactin, together with placental sFlt-1, injures the coronary microvasculature; bromocriptine is the only disease-specific treatment.
peripheral-arterial-disease	Lower limb ischaemia and claudication from atherosclerosis. Antiplatelet therapy, statins, and cilostazol.
pernicious-anemia	Vitamin B12 malabsorption from anti-intrinsic-factor and anti-parietal-cell antibodies. B12 replacement therapy.
phenylketonuria	An autosomal recessive inborn error of amino acid metabolism in which loss-of-function mutation of PAH (12q23.2) causes deficiency of hepatic phenylalanine hydroxylase (PAH, which requires the BH4 cofactor), so phenylalanine (Phe) cannot be converted to tyrosine (Tyr) and accumulates.
pheochromocytoma	Adrenal medullary chromaffin cells (60% sporadic, 40% germline: SDHB, VHL, RET, NF1, MAX) hypersecrete catecholamines, activating alpha1-AR to cause vasoconstriction, raised SVR, raised systolic pressure, and hypertensive crisis (180 mmHg or above), and beta1-AR to raise heart rate and cardiac output; with catecholamine cardiomyopathy, takotsubo, and arrhythmia.
pneumoconiosis	Macrophage activation and progressive pulmonary fibrosis from dust (silica, coal, asbestos). Exposure control and symptomatic treatment.
polyarteritis-nodosa	Necrotising inflammation of medium-sized arteries, including HBV-associated disease. Steroids, cyclophosphamide, and antivirals.
polycystic-ovary-syndrome	Hyperandrogenism, insulin resistance, and abnormal LH/FSH. Metformin, antiandrogens, and ovulation induction.
polycythemia-vera	Somatic JAK2 V617F mutation (over 95%) gives constitutive JAK-STAT5 signalling and EPO-independent BFU-E/CFU-E hyperproliferation, raising red cell mass and haematocrit, raising blood viscosity, and creating thrombotic risk (DVT, stroke, hepatic vein thrombosis). With thrombocytosis, leucocytosis, and splenomegaly (extramedullary haematopoiesis), plus the risk of myelofibrosis (post-PV MF) and AML transformation.
polymyalgia-rheumatica	IL-6-centred inflammation causing myalgia and morning stiffness: HLA-DRB1*04 and PTPN22 predisposition plus an environmental trigger (infection, season) activates plasmacytoid dendritic cells (pDC) and classical monocytes, then the NLRP3 inflammasome and TLR4, giving IL-1beta and TNF-alpha; IL-23 drives Th17 (IL-17A/F) differentiation, IFN-gamma drives Th1 bias, and Treg function is suppressed; in the shoulder and hip…
polymyositis	CD8 T-cell-mediated invasion of muscle fibres with weakness. Steroids and immunosuppressants.
pompe-disease	Autosomal recessive GAA mutation (17q25.3) leaves 30% or less residual acid alpha-glucosidase activity, so lysosomal alpha-1,4/alpha-1,6 glycogen accumulates, forming giant LAMP1+ lysosomes, blocking autophagy (LC3-II, p62), and leaking glycogen into the cytoplasm, with Z-line streaming, reduced mitochondrial complex I/IV activity, and satellite cell depletion in skeletal muscle, myocardium, and diaphragm…
post-traumatic-stress-disorder	A chronic neuropsychiatric disorder following exposure to life-threatening trauma, beginning with noradrenaline- and glucocorticoid-mediated memory consolidation in the amygdala (BLA) fixing an excessively strong fear memory (Cahill and McGaugh 1998 Trends Neurosci).
postherpetic-neuralgia	Chronic neuropathic pain (NRS 3 or more) persisting for 90 days or more in the dermatome after herpes zoster: reactivation of latent VZV in the DRG or cranial ganglia (ORF63, IE62) causes ganglionitis, secondary Wallerian degeneration, IENF density below 50% (PGP9.5 punch biopsy), and Schwann cell demyelination, so peripheral noci…
postpartum-depression	Built around the transient trough in tonic inhibition created by the product of allopregnanolone, which collapses within hours of delivery, and the delta-GABA_A receptor pool, which recovers over weeks; covers brexanolone, zuranolone, sertraline, and sleep protection together.
postpartum-hemorrhage	Writing postpartum haemorrhage not as a coagulation disease but as a flow problem against a uterine blood flow of 750 mL/min, and taking placental bed patency as the fourth power of uterine tone, derives both the treatment ladder and the knife-edge between life and death from a single contractility parameter.
postural-orthostatic-tachycardia-syndrome	A chronic orthostatic intolerance syndrome in which the baroreflex response to the 500-1000 mL of venous blood shifting into the leg and splanchnic capacitance vessels on standing is inadequate, or the heart rate response excessive; criteria follow the Sheldon 2015 Heart Rhythm Society consensus (adults dHR 30 bpm or more, adolescents 40 or more, within 10 minutes of standing or tilt, without orthostatic hypotension)…
prader-willi-syndrome	Writing the loss of paternal expression at 15q11-q13 as a single scalar — prohormone convertase PC1/3 activity — and giving each of five branches exactly one dimensionless escape ratio derives algebraically which branch fails first and which measurement is blind in principle, describing satiety as a harmonic mean and food seeking as a bistable state.
preeclampsia	Incomplete extravillous trophoblast (EVT) invasion leaves the spiral arteries incompletely remodelled, causing placental ischaemia and hypoxia, then HIF-1alpha, then increased sFlt-1 secretion, which sequesters VEGF and PlGF (sFlt-1/PlGF ratio above 38) alongside raised sEng, so VEGFR2 signalling and eNOS activity fall, with falling NO and rising ET-1 and ROS causing endothelial dysfunction, raised SVR, and hypertension (SBP 140 mmHg or above)…
premenstrual-dysphoric-disorder	Starting from the observation that luteal phase hormone concentrations are the same as in controls, the model writes neurosteroid-GABA-A transmission as an inverted-U non-monotonic function and describes the disorder as a gain defect in which receptor composition senses the rate of change.
preterm-labor	The placental CRH clock, functional progesterone withdrawal, intra-amniotic infection, decidual thrombosis, and uterine overdistension converge on three final common pathways — myometrial contraction, cervical ripening, and membrane weakening — and because tocolytics inhibit only the contraction pathway, a multiplicative delivery hazard shows they can buy only 48 hours.
primary-aldosteronism	Conn syndrome: autonomous adrenal cortical aldosterone hypersecretion (APA, BAH) suppressing renin, raising the ARR, retaining Na+, wasting K+, and causing metabolic alkalosis.
primary-biliary-cholangitis	Bile duct destruction and cholestasis from antimitochondrial antibodies. UDCA and obeticholic acid.
primary-hyperoxaluria	Because oxalate is a terminal metabolite, PH is not a severity but an unclosed mass balance, and urinary and plasma oxalate, eGFR, ESKD, and systemic oxalosis are all generated from a single quantity: residual AGT activity.
primary-hyperparathyroidism	Autonomous PTH excess from a parathyroid adenoma with hypercalcaemia and bone loss. Cinacalcet and parathyroidectomy.
primary-sclerosing-cholangitis	Biliary fibrosis and multifocal strictures (IBD-associated) with cholangiocarcinoma risk. Symptomatic treatment and liver transplantation.
progressive-supranuclear-palsy	4R tau advances as a front moving along the connectome, and because the extracellular tau pool an anti-tau antibody can reach is only about 1/1700 of the intracellular pool, 98% target binding resolves to zero clinical effect — implemented with 71 ODEs and 8 nuclei.
prolactinoma	Reduced D2 receptor density in a lactotroph tumour releases dopaminergic inhibition, so prolactin is hypersecreted, suppressing the gonadal axis and producing tumour mass effect; a dopamine agonist suppresses both secretion and growth.
prostate-cancer	The HPG axis, AR signalling, PI3K/AKT, bone metastasis (the RANKL vicious cycle), and CRPC/ARv7 resistance. GnRH agents, ARPIs, docetaxel, PARP inhibitors, and Lu-PSMA.
prosthetic-joint-infection	A 53-ODE model writing biofilm infection on a prosthetic surface as two pieces of arithmetic — free bone concentration divided by MBEC, and mutant supply as 1-exp(-uN) — so that the clinical principles of debridement and rifampicin combination emerge as computed results rather than rules.
prurigo-nodularis	A chronic neuroimmune skin disease of multiple intensely itchy keratotic nodules in which epidermal barrier dysfunction (raised TEWL, reduced filaggrin and loricrin) induces keratinocyte alarmin release (TSLP, IL-33, IL-25), driving systemic and cutaneous Th2/Th17/Th22 polarisation, and the key pruritogenic cytokine IL-31 so produced acts on IL-… at sensory nerve endings
pseudogout	Calcium pyrophosphate crystal deposition and NLRP3 inflammatory arthritis. Colchicine, NSAIDs, and steroids.
psoriasis	Keratinocyte hyperproliferation on the IL-23/IL-17 axis. Anti-IL-17/IL-23 biologics and anti-TNF.
psoriatic-arthritis	TNF- and IL-23/IL-17-mediated enthesitis, arthritis, and cutaneous psoriasis. Biologics and JAK inhibitors.
pulmonary-alveolar-proteinosis	A disease in which GM-CSF autoantibody buffers the signal stoichiometrically, switching off the macrophage capacity to degrade surfactant and opening the alveolar mass balance; explains the limit of inhaled GM-CSF by aerosol reach rather than by dose.
pulmonary-arterial-hypertension	Pulmonary vascular remodelling (the endothelin, NO, and prostacyclin pathways). ERAs, PDE5i, and prostacyclins.
pyoderma-gangrenosum	A sterile neutrophilic ulcerative skin disease (orphan; incidence 3-10 per million per year, 5-year mortality about 16%) characterised by pathergy provoked by even minor trauma, a violaceous undermined edge, pain, and rapid sterile ulcer expansion. It sits within the autoinflammatory spectrum and is frequently associated with IBD, RA, MDS-AML, and monoclonal IgA MGUS.
pyruvate-kinase-deficiency	Starting from the two opposing consequences of PK deficiency — ATP falls while 2,3-BPG simultaneously rises — the model computes, as a break-even rate of 2,3-BPG decline, that haemoglobin is not a sufficient statistic for oxygen delivery.
radiation-induced-lung-injury	Writing the radiotherapy plan not as a single mean dose but as a vector of six dose-volume histogram bins, and separating injury into a subthreshold inflammatory loop and a bistable fibrotic loop, models the structure in which the same mean lung dose ranks pneumonitis and fibrosis in opposite orders.
raynaud-phenomenon	A fully integrated QSP model: a cold or stress stimulus releases sympathetic NE, hypersensitively activating alpha2C-AR (upregulated by cold), then Gq/PLC/IP3 to SR Ca2+ release plus RhoGEF to RhoA-GTP to ROCK1/2 to MYPT1 phosphorylation, inhibiting MLCP and phosphorylating MLC (Ca2+-independently), giving sustained VSMC contraction with reduced digital blood flow and vasospastic attacks.
reactive-arthritis	Post-infectious HLA-B27-associated sterile arthritis. NSAIDs, sulfasalazine, and biologics.
recurrent-pericarditis	A fully integrated model: the NLRP3 inflammasome (signal 1 TLR to NF-kB plus signal 2 ATP/crystal/K+ efflux) activates caspase-1, maturing and secreting IL-1beta and IL-18, which via IL-1R1 create an NF-kB positive feedback loop, then CXCL8, then pericardial neutrophil infiltration, then PGE2/LTC4-mediated effusion, pain, and fever, then TGF-beta1, fibrosis, and constrictive pericarditis.
refeeding-syndrome	Writing refeeding syndrome not as a serum phosphate value but as a demand/supply flux ratio, in which the clinician sets the numerator through the glucose infusion rate and the starvation history sets the denominator, shows by calculation why the fact that measured extracellular phosphate is only 0.06% of total body phosphate defeats admission laboratory testing.
refractory-chronic-cough	A cough hypersensitivity syndrome model treating the disease as a neuropathy of the cough reflex arc itself, deriving both P2X3 antagonist efficacy and taste disturbance from a single occupancy curve to show that selectivity alone determines the therapeutic window.
relapsing-polychondritis	Autoimmune inflammation of cartilage (type II collagen) in ear, nose, and airway. Steroids, immunosuppression, and biologics.
renal-cell-carcinoma	VHL mutation (60-90%) causes pVHL loss and HIF-1alpha/2alpha accumulation, raising VEGF, CA9, and GLUT1 to drive angiogenesis, plus mTOR positive feedback and immune escape via MDSCs, Treg, and PD-L1.
restless-legs-syndrome	Over 22 GWAS risk loci (BTBD9 rs9357271 OR about 1.7, MEIS1 rs2300478 OR about 1.8, MAP2K5/SKOR1, PTPRD, TOX3; heritability about 70%) lower serum and CSF ferritin, reducing brain iron by about 30% via TfR1, DMT1, and IRP1/2 at the BBB, which lowers TH activity (Fe2+ is its cofactor) while paradoxically raising DA synthesis and postsynaptic…
retinal-vein-occlusion	Writing macular oedema as Starling filtration derives, from the asymmetry that anti-VEGF multiplies only the permeability term and cannot touch the capillary pressure set by the occlusion, both the critical capillary pressure of 31.3 mmHg and the existence of pressure-term eyes.
retinitis-pigmentosa	The commonest inherited retinal dystrophy, caused by mutations in some 90 genes: the main ones are autosomal dominant RHO (rhodopsin misfolding to ER stress/UPR), X-linked RPGR (ciliary transport defect), and autosomal recessive USH2A (Usher syndrome), PDE6A/B (failed cGMP hydrolysis to CNG channel overactivity to Ca2+ toxicity), and RPE65 (visual cycle isomerase deficiency, LCA/EOSRD)…
retinopathy-of-prematurity	Written so that the date on which oxygen supply and demand cross in the avascular retina reverses the sign of every oxygen intervention, and treating anti-VEGF with two VEGF pools — the front and the vitreous — to handle the ocular and systemic asymmetry together.
rhabdomyolysis	Writing tubular toxic exposure as filtered myoglobin load divided by urine flow times a function of urine pH derives the structure in which fluids, alkalinisation, and extracorporeal clearance each move only one term, so that the more one succeeds the smaller the marginal benefit of the others.
rheumatic-heart-disease	Shows that adherence, the audited metric of prophylaxis, and time above threshold, the quantity that actually protects, can rank two patients in opposite orders, and separates valve loss into the immune arm penicillin prevents and the shear arm it does not, obtaining the crossover point of 2.75 square centimetres by calculation.
rheumatoid-arthritis	TNF- and IL-6-mediated synovial pannus and bone erosion. Anti-TNF, anti-IL-6, JAK inhibitors, and CTLA-4-Ig.
rosacea	Built as a KLK5-LL37 innate immune amplifier discharging into four effector states with different time constants (vascular tone, vascular structure, inflammatory infiltrate, and fibrosis), verifying with 44 ODEs that endpoints dissociate because each drug reads a different state.
salicylate-poisoning	Starting from the fact that the total plasma salicylate that is assayed and the intracellular brain concentration that actually kills diverge through two multiplications — free fraction and pH partitioning — the model shows by calculation that intubating a hyperventilating patient at a conventional minute volume lowers the laboratory value while raising the brain concentration.
sarcoidosis	Th1/IFN-gamma-mediated non-caseating granulomas (multi-organ, lung-predominant). Steroids, methotrexate, and anti-TNF.
sarcopenia	The EWGSOP2 definition: low muscle mass (ALMI below 7.0 in men, below 6.0 kg/m2 in women) plus low strength (grip below 27 kg in men, below 16 kg in women) confirms the diagnosis, and gait speed below 0.8 m/s makes it severe.
schizophrenia	Abnormal dopamine, glutamate, GABA, and serotonin neurotransmission. Antipsychotics (D2 antagonists and partial agonists).
sepsis	Infection leads to a dysregulated host response and multi-organ failure (MODS). Sepsis is life-threatening organ dysfunction caused by a dysregulated host response to infection; septic shock is MAP below 65 mmHg with lactate above 2 mmol/L, with 28-day mortality around 40%.
short-bowel-syndrome	A disease in which, after extensive small bowel resection, the water, sodium, and energy conservation equations no longer close, so the parenteral nutrition volume is determined as their arithmetic residual; covers GLP-2 analogues alongside oral rehydration, intestinal adaptation, and urine-output-based weaning protocols.
siadh	Non-osmotic, autonomous AVP secretion activates the renal V2 receptor-aquaporin 2 axis to reabsorb free water, causing euvolaemic hyponatraemia; after chronic adaptation, rapid correction carries a high risk of osmotic demyelination syndrome.
sickle-cell-disease	HbS polymerisation, red cell sickling, and vaso-occlusion. Hydroxyurea, voxelotor, crizanlizumab, and L-glutamine.
sjogrens-syndrome	Sicca from lymphocytic infiltration of exocrine glands and type I IFN. Symptomatic treatment and systemic immunomodulation.
small-cell-lung-cancer	Concurrent loss of TP53 and RB1 (about 90% and 85%) gives neuroendocrine (NE) differentiation and rapid proliferation. The ASCL1/NEUROD1 (NE-high) and YAP1/POU2F3 (NE-low) transcriptional programmes determine subtype, and aberrant surface DLL3 expression (about 80%) causes Notch cis-inhibition, maintaining the NE phenotype.
snakebite-envenomation	Starting from the fact that antivenom removes only free toxin and cannot reverse damage already done, the model separates an hours-scale venom clock from a days-scale substrate clock and shows by calculation that the time of administration changes only the depth of the nadir, not the slope of recovery.
spinal-cord-injury	Links the secondary injury cascade running from primary mechanical injury through the perfusion-oedema-ischaemia vicious cycle, excitotoxicity, oxidative damage, and inflammation to axonal sparing and plasticity in 43 ODEs, quantifying the therapeutic time window and the dissociation between surrogate and clinical endpoints.
